OutletID,SurveyDate,Outlet_Name,Town,Parish,Item,ItemID,Price
"492","2017-06-13","A-Z BOOKSHOP","SANTA CRUZ","St. Elizabeth","ENGLISH LITERATURE A WORLD OF PROSE FOR CSEC (New Edition) Edited by David Williams and Hazel Simmonds-McDonald 978-0435987985","164673246","2770.00"
"492","2017-06-13","A-Z BOOKSHOP","SANTA CRUZ","St. Elizabeth","ENGLISH LITERATURE ANIMAL FARM by George Orwell NONE","164798183","1165.00"
"492","2017-06-13","A-Z BOOKSHOP","SANTA CRUZ","St. Elizabeth","ENGLISH LITERATURE BITE IN 1 (New Edition) by Cecil Gray 978-0175663866","164792385","2070.00"
"492","2017-06-13","A-Z BOOKSHOP","SANTA CRUZ","St. Elizabeth","ENGLISH LITERATURE BITE IN 2 (New Edition) by Cecil Gray 978-0175663873","164797391","0.00"
"492","2017-06-13","A-Z BOOKSHOP","SANTA CRUZ","St. Elizabeth","ENGLISH LITERATURE Over Our Way by Jean D'Costa & Velma Pollard NONE","164842183","1835.00"
"492","2017-06-13","A-Z BOOKSHOP","SANTA CRUZ","St. Elizabeth","ENGLISH LITERATURE FRANGIPANI HOUSE by Beryl Gilroy NONE","164705183","0.00"
"492","2017-06-13","A-Z BOOKSHOP","SANTA CRUZ","St. Elizabeth","ENGLISH LITERATURE FULL CIRCLE by C. Everald Palmer NONE","164794183","2000.00"
"492","2017-06-13","A-Z BOOKSHOP","SANTA CRUZ","St. Elizabeth","ENGLISH LITERATURE GREEN DAYS BY THE RIVER by Michael Anthony NONE","164799183","2060.00"
"492","2017-06-13","A-Z BOOKSHOP","SANTA CRUZ","St. Elizabeth","ENGLISH LITERATURE JULIUS CAESAR by William Shakespeare NONE","164708183","1365.00"
"492","2017-06-13","A-Z BOOKSHOP","SANTA CRUZ","St. Elizabeth","ENGLISH LITERATURE MACBETH by William Shakespeare NONE","164566183","1180.00"
"492","2017-06-13","A-Z BOOKSHOP","SANTA CRUZ","St. Elizabeth","ENGLISH LITERATURE MY FATHER, SUN-SUN JOHNSON by C. Everald Palmer NONE","164793183","1795.00"
"492","2017-06-13","A-Z BOOKSHOP","SANTA CRUZ","St. Elizabeth","ENGLISH LITERATURE OF MICE AND MEN by John Steinbeck 978-0749717100","164796390","1415.00"
"492","2017-06-13","A-Z BOOKSHOP","SANTA CRUZ","St. Elizabeth","ENGLISH LITERATURE OLD STORY TIME (CSEC Student Edition) by Trevor  Rhone  NONE","164707183","2115.00"
"492","2017-06-13","A-Z BOOKSHOP","SANTA CRUZ","St. Elizabeth","ENGLISH LITERATURE ROLL OF THUNDER, HEAR MY CRY by Mildred D. Taylor NONE","164795183","0.00"
"492","2017-06-13","A-Z BOOKSHOP","SANTA CRUZ","St. Elizabeth","ENGLISH LITERATURE SUNSONG 1 by Pamela Mordecai, Edited by Grace Walker Gordon 978-0582765559","164574304","2035.00"
"492","2017-06-13","A-Z BOOKSHOP","SANTA CRUZ","St. Elizabeth","ENGLISH LITERATURE SUNSONG 2 (Revised Edition) by Pamela Mordecai, Edited by Grace Walker Gordon 978-0582089136","164575303","1980.00"
"492","2017-06-13","A-Z BOOKSHOP","SANTA CRUZ","St. Elizabeth","ENGLISH LITERATURE THE SILVER SWORD by Ian Serrailier NONE","164557183","2305.00"
"492","2017-06-13","A-Z BOOKSHOP","SANTA CRUZ","St. Elizabeth","ENGLISH LITERATURE THE YOUNG WARRIORS by V.S. ReID NONE","164562183","1835.00"
"492","2017-06-13","A-Z BOOKSHOP","SANTA CRUZ","St. Elizabeth","ENGLISH LITERATURE THE ENCHANTED ISLAND by Ian Serrailier NONE","164558183","2305.00"
"492","2017-06-13","A-Z BOOKSHOP","SANTA CRUZ","St. Elizabeth","FOREIGN LANGUAGES OXFORD SCHOOL SPANISH DICTIONARY (New Edition) by Oxford Dictionaries  978-0192757067","165716301","1365.00"
"492","2017-06-13","A-Z BOOKSHOP","SANTA CRUZ","St. Elizabeth","FOREIGN LANGUAGES OXFORD SCHOOL FRENCH DICTIONARY (New Edition 2007) by Valerie Grundy and Nicholas Rollin 978-0192757050","165582302","1365.00"
"492","2017-06-13","A-Z BOOKSHOP","SANTA CRUZ","St. Elizabeth","FOREIGN LANGUAGES DIME WORKBOOK 1 SPANISH FOR CARIBBEAN SCHOOLS by Sally Seetahal-Mohammed (Series Editor: Jeannette Allsopp)  978-0333959404","165712297","1240.00"
"492","2017-06-13","A-Z BOOKSHOP","SANTA CRUZ","St. Elizabeth","FOREIGN LANGUAGES DIME MUCHO WORKBOOK 2 SPANISH FOR CARIBBEAN SCHOOLS by Sally Seetahal-Mohammed (Series Editor: Jeannette Allsopp)  978-0333959411","165713298","1240.00"
"492","2017-06-13","A-Z BOOKSHOP","SANTA CRUZ","St. Elizabeth","FOREIGN LANGUAGES Dime Much Mas Workbook by Malva J. Lewis, et al 978-0333959428","165843454","1240.00"
"492","2017-06-13","A-Z BOOKSHOP","SANTA CRUZ","St. Elizabeth","FOREIGN LANGUAGES Encore Tricolore- nouvelle edition Grammar in Action Book 1 by S. Honnor & H. Mascie-Taylor 978-0748794966","165844455","900.00"
"492","2017-06-13","A-Z BOOKSHOP","SANTA CRUZ","St. Elizabeth","FOREIGN LANGUAGES Encore Tricolore- nouvelle edition Grammar in Action Book 2 by S. Honnor & H. Mascie-Taylor 978-0748795000","165845456","900.00"
"492","2017-06-13","A-Z BOOKSHOP","SANTA CRUZ","St. Elizabeth","FOREIGN LANGUAGES Encore Tricolore- nouvelle edition Grammar in Action Book 3 by S. Honnor & H. Mascie-Taylor 978-0748795031","165846457","655.00"
"492","2017-06-13","A-Z BOOKSHOP","SANTA CRUZ","St. Elizabeth","FOREIGN LANGUAGES ADVANCED LEVEL FRENCH VOCABULARY (Second Edition) by Philip Horsfall 978-0748757800","165714299","0.00"
"492","2017-06-13","A-Z BOOKSHOP","SANTA CRUZ","St. Elizabeth","GEOGRAPHY GEOGRAPHY WORKBOOK FOR CSEC by Deroll A Barrett  978-9768202864","166718307","1895.00"
"492","2017-06-13","A-Z BOOKSHOP","SANTA CRUZ","St. Elizabeth","GEOGRAPHY SKILLS IN GEOGRAPHY IN SECONDARY SCHOOLS by V. A. Rahil 1114000001 or J8202","166583419","0.00"
"492","2017-06-13","A-Z BOOKSHOP","SANTA CRUZ","St. Elizabeth","GEOGRAPHY LONGMAN CARIBBEAN SCHOOL ATLAS (Fourth Edition) For Social Studies, Geography & History by Mike Morrissey 978-1405865050","166584308","1955.00"
"492","2017-06-13","A-Z BOOKSHOP","SANTA CRUZ","St. Elizabeth","Guidance and Counselling Life Lessons: A Personal Development Workbook for Today's Secondary School Student- Grade 7 by Karen McGibbon 978-9766109356","187847458",\N
"492","2017-06-13","A-Z BOOKSHOP","SANTA CRUZ","St. Elizabeth","Guidance and Counselling Life Lessons: A Personal Development Workbook for Today's Secondary School Student- Grade 8 by Karen McGibbon 978-9766109363","187848459",\N
"492","2017-06-13","A-Z BOOKSHOP","SANTA CRUZ","St. Elizabeth","Guidance and Counselling Life Lessons: A Personal Development Workbook for Today's Secondary School Student- Grade 9 by Karen McGibbon 978-9766109370","187849460",\N
"492","2017-06-13","A-Z BOOKSHOP","SANTA CRUZ","St. Elizabeth","HISTORY CARIBBEAN FREEDOM: Economy and Society from Emancipation to the Present: A Student Reader Edited by Hillary Beckles and Verene Shepherd 978-0852557112","167592420","0.00"
"492","2017-06-13","A-Z BOOKSHOP","SANTA CRUZ","St. Elizabeth","HISTORY LEST YOU FORGET - A STUDY AND REVISION GUIDE SERIES FOR CXC CARIBBEAN HISTORY: RESISTANCE AND REVOLT by Doris Hamilton-Willie  978-9766060107","167719310","1400.00"
"492","2017-06-13","A-Z BOOKSHOP","SANTA CRUZ","St. Elizabeth","HISTORY LEST YOU FORGET - A STUDY AND REVISION GUIDE SERIES FOR CXC CARIBBEAN HISTORY: ADJUSTMENTS TO EMANCIPATION 1838-1876  - Doris Hamilton-Willie  9766060282 or  978-9766060282","167801395","1400.00"
"492","2017-06-13","A-Z BOOKSHOP","SANTA CRUZ","St. Elizabeth","HISTORY LEST YOU FORGET - A STUDY AND REVISION GUIDE SERIES FOR CXC CARIBBEAN HISTORY: THE UNITED STATES IN THE CARIBBEAN by Doris Hamilton-Willie 978-9766060084","167721312","1200.00"
"492","2017-06-13","A-Z BOOKSHOP","SANTA CRUZ","St. Elizabeth","HISTORY LEST YOU FORGET - A STUDY AND REVISION GUIDE SERIES FOR CXC CARIBBEAN HISTORY: CARIBBEAN ECONOMY AND SLAVERY by Doris Hamilton-Willie  978-9766060053","167722313","1650.00"
"492","2017-06-13","A-Z BOOKSHOP","SANTA CRUZ","St. Elizabeth","HISTORY LEST YOU FORGET - A STUDY AND REVISION GUIDE SERIES FOR CXC CARIBBEAN HISTORY: MOVEMENT TOWARDS INDEPENDENCE AND REGIONAL INTEGRATION UP TO 1985 by Doris Hamilton-Willie  978-9766060060","167723314","1200.00"
"492","2017-06-13","A-Z BOOKSHOP","SANTA CRUZ","St. Elizabeth","HISTORY LEST YOU FORGET - A STUDY AND REVISION GUIDE SERIES FOR CXC CARIBBEAN HISTORY: MOVEMENT TO EMANCIPATION by Doris Hamilton-Willie  978-9766060077","167720311","1500.00"
"492","2017-06-13","A-Z BOOKSHOP","SANTA CRUZ","St. Elizabeth","HOME ECONOMICS NEEDLEWORK FOR SCHOOLS (Second Edition) by Melita M. Neal, Editorial Advisors Claudia A. Brown-Wilson and Lileth Edwards 978-0748792696","171612421","1960.00"
"492","2017-06-13","A-Z BOOKSHOP","SANTA CRUZ","St. Elizabeth","HOME ECONOMICS A Workbook for Clothing and Textiles Students by Joan Davis-Williams 976802707x","171850461","0.00"
"492","2017-06-13","A-Z BOOKSHOP","SANTA CRUZ","St. Elizabeth","HOME ECONOMICS A Workbook for Food and Nutrition Students by Joan Davis-Williams 976802808x","171851462","0.00"
"492","2017-06-13","A-Z BOOKSHOP","SANTA CRUZ","St. Elizabeth","NATURAL SCIENCE Integrated Science for Jamaica Workbook 1 by W. Brathwaite & T. Chung-Harris 978-0230023611","169852463","0.00"
"492","2017-06-13","A-Z BOOKSHOP","SANTA CRUZ","St. Elizabeth","NATURAL SCIENCE Integrated Science for Jamaica Workbook 2 by W. Brathwaite & T. Chung-Harris 978-0230023628","169853316","1115.00"
"492","2017-06-13","A-Z BOOKSHOP","SANTA CRUZ","St. Elizabeth","NATURAL SCIENCE Integrated Science for Jamaica Workbook 3 by W. Brathwaite & T. Chung-Harris 978-0230023567","169854464","1115.00"
"492","2017-06-13","A-Z BOOKSHOP","SANTA CRUZ","St. Elizabeth","MATHEMATICS OXFORD MATHEMATICS FOR THE CARIBBEAN (Fifth Edition) BOOK 1 (With Companion CD) by N. Goldberg (with N. Cameron-Edwards) 978-0199139170","168681250","0.00"
"492","2017-06-13","A-Z BOOKSHOP","SANTA CRUZ","St. Elizabeth","MATHEMATICS OXFORD MATHEMATICS FOR THE CARIBBEAN (Fifth Edition) BOOK 2 by N. Goldberg (with N. Cameron-Edwards) 978-0199139187","168682167","0.00"
"492","2017-06-13","A-Z BOOKSHOP","SANTA CRUZ","St. Elizabeth","MATHEMATICS OXFORD MATHEMATICS FOR THE CARIBBEAN (Fifth Edition) BOOK 3 by N. Goldberg (with N. Cameron-Edwards) 978-0199139194","168683168","0.00"
"492","2017-06-13","A-Z BOOKSHOP","SANTA CRUZ","St. Elizabeth","MATHEMATICS Mathematics A Complete Course with CXC Questions Volume 1 by Raymond Toolsie 978-9766481322","168858467","5140.00"
"492","2017-06-13","A-Z BOOKSHOP","SANTA CRUZ","St. Elizabeth","MATHEMATICS CORE MATHS FOR ADVANCED LEVEL (Third Edition) by . Bostock and S. Chandler 978-0748755097","168593422","0.00"
"492","2017-06-13","A-Z BOOKSHOP","SANTA CRUZ","St. Elizabeth","METAL WORK METALWORK TECHNOLOGY (Metric Edition) by G.H. Thomas 978-0719526541","177633423","0.00"
"492","2017-06-13","A-Z BOOKSHOP","SANTA CRUZ","St. Elizabeth","METAL WORK METALWORK THEORY BOOK 1 (Metric Edition) by P. F. Lye (Pamphlet) 978-0174443131","177634424","0.00"
"492","2017-06-13","A-Z BOOKSHOP","SANTA CRUZ","St. Elizabeth","NATURAL SCIENCE Physics: A Concise Revision Course for CSEC by Leslie Clouden 978-0748740864","169859465","3540.00"
"492","2017-06-13","A-Z BOOKSHOP","SANTA CRUZ","St. Elizabeth","NATURAL SCIENCE Physics for CSEC (2nd Edition) by Alec Farley & C. Trotz 978-0230438842","169860466","0.00"
"492","2017-06-13","A-Z BOOKSHOP","SANTA CRUZ","St. Elizabeth","RELIGIOUS EDUCATION MASTERING WORLD RELIGIONS (Palgrave Master Series) by Ray Colledge 978-0333681077","174732325","0.00"
"492","2017-06-13","A-Z BOOKSHOP","SANTA CRUZ","St. Elizabeth","RELIGIOUS EDUCATION NEW STEPS IN RELIGIOUS EDUCATION FOR THE CARIBBEAN BOOK 2 by Michael Keene 978-0748771523","174628427","0.00"
"492","2017-06-13","A-Z BOOKSHOP","SANTA CRUZ","St. Elizabeth","RELIGIOUS EDUCATION THE BIBLE (REVISED STANDARD VERSION) Published bythe Bible Society 9780564091348","174629428","1580.00"
"492","2017-06-13","A-Z BOOKSHOP","SANTA CRUZ","St. Elizabeth","SOCIOLOGY SOCIOLOGY FOR CARIBBEAN STUDENTS (2nd Edition) by Nasser Mustapha  978-9766376277","170728440","3000.00"
"492","2017-06-13","A-Z BOOKSHOP","SANTA CRUZ","St. Elizabeth","SOCIOLOGY SOCIOLOGY, THEMES AND PERSPECTIVES (Eigth Edition) by Michael Haralambos & Martin Holborn 978-0007498826","170817429","8750.00"
"492","2017-06-13","A-Z BOOKSHOP","SANTA CRUZ","St. Elizabeth","SOCIOLOGY CARIBBEAN SOCIOLOGY: INTRODUCTORY READINGS edited by Christine Barrow and Rhoda Reddock 978-9768123169 or 978-1558762763 or 978-0852552490","170611320","0.00"
"492","2017-06-13","A-Z BOOKSHOP","SANTA CRUZ","St. Elizabeth","TECHNICAL DRAWING TECHNICAL DRAWING FOR GCE AND CSE (METRIC EDITION) by J.N. Green 978-0003222982","175630431","0.00"
"492","2017-06-13","A-Z BOOKSHOP","SANTA CRUZ","St. Elizabeth","TECHNICAL DRAWING GEOMETRIC AND ENGINEERING DRAWING (Third Edition) by Ken Morling    978-0415536196","175733430","0.00"
"492","2017-06-13","A-Z BOOKSHOP","SANTA CRUZ","St. Elizabeth","PRIMARY LEVEL GRADE 1 INTEGRATED LANGUAGE ARTS WORKBOOK(Age 6 years) by Lunett Fearon (Paperback) 9789768237002","180803397","0.00"
"492","2017-06-13","A-Z BOOKSHOP","SANTA CRUZ","St. Elizabeth","PRIMARY LEVEL GRADE 1 INTEGRATED MATHEMATIC WORKBOOK (Age 6 years) by Maureen McLean, Lunett Fearon 978-9768237316","180757328","0.00"
"492","2017-06-13","A-Z BOOKSHOP","SANTA CRUZ","St. Elizabeth","PRIMARY LEVEL Macmillian Primary Integrated Reading Scheme for Jamaica- Reggae Readers (Book 1) 978-0230026124","180863468","1345.00"
"492","2017-06-13","A-Z BOOKSHOP","SANTA CRUZ","St. Elizabeth","PRIMARY LEVEL GRADE 2 INTEGRATED LANGUAGE ARTS WORKBOOK (Age 7 years) by Maureen McLean and Lunett Fearon  978-9768237057","180814411","1280.00"
"492","2017-06-13","A-Z BOOKSHOP","SANTA CRUZ","St. Elizabeth","PRIMARY LEVEL GRADE 2 INTEGRATED MATHEMATICS WORKBOOK (Age 7 years) (Revised 2009) by M. Miles, C. Campbell, Maureen McLean and Lunett Fearon 978-9768237323","180644258","0.00"
"492","2017-06-13","A-Z BOOKSHOP","SANTA CRUZ","St. Elizabeth","PRIMARY LEVEL Macmillian Primary Integrated Reading Scheme for Jamaica- Reggae Readers (Book 2) 978-0230725638","180861445","1545.00"
"492","2017-06-13","A-Z BOOKSHOP","SANTA CRUZ","St. Elizabeth","PRIMARY LEVEL SUNBEAM INTEGRATED APPROACH- LANGUAGE ARTS WORKBOOK 3 by C. Campbell & M. Miles 978-9768237187","180833446","0.00"
"492","2017-06-13","A-Z BOOKSHOP","SANTA CRUZ","St. Elizabeth","PRIMARY LEVEL SUNBEAM INTEGRATED APPROACH- MATHEMATICS WORKBOOK 3 by M. McLean, C. Campbell & M. Miles 978-9768237514","180862469","0.00"
"492","2017-06-13","A-Z BOOKSHOP","SANTA CRUZ","St. Elizabeth","PRIMARY LEVEL MACMILLAN PRIMARY INTEGRATED READING SCHEME FOR JAMAICA - REGGAE READERS WORKBOOK 3 by Louis Fidge 978-0230026247","180767359","1345.00"
"492","2017-06-13","A-Z BOOKSHOP","SANTA CRUZ","St. Elizabeth","PRIMARY LEVEL THE NEW INTEGRATED APPROACH LANGUAGE ARTS WORKBOOK 4 (Age 9 years) by L. Pinnock, R.A. Blair and M. Sayers-Johnson  978-9768218179","180655335","0.00"
"492","2017-06-13","A-Z BOOKSHOP","SANTA CRUZ","St. Elizabeth","PRIMARY LEVEL GATEWAY  TO LITERACY CARLONG LITERACY SKILLS - GRADE 4 LITERACY TEST (New Edition) 978-9766381127","180653278","1480.00"
"492","2017-06-13","A-Z BOOKSHOP","SANTA CRUZ","St. Elizabeth","PRIMARY LEVEL THE NEW INTEGRATED APPROACH MATHEMATICS WORKBOOK 4 (Age 9 years) (Revised 2009) by R.A. Blair, M. Sayers-Johnson and L.M. Pinnock 978-9768218186","180758228","0.00"
"492","2017-06-13","A-Z BOOKSHOP","SANTA CRUZ","St. Elizabeth","PRIMARY LEVEL GATEWAY TO NUMERACY: CARLONG INTEGRATED ASSESSMENT PAPERS - MATHEMATICS book 4 by Hyacinth Bennett 978-9766381073","180779400","1385.00"
"492","2017-06-13","A-Z BOOKSHOP","SANTA CRUZ","St. Elizabeth","PRIMARY LEVEL PRIMARY SCIENCE: BRIGHT IDEAS JAMAICA: GRADE 4 WORKBOOK by Daivd and Penny Glover 978-0230443976","180783448","1295.00"
"492","2017-06-13","A-Z BOOKSHOP","SANTA CRUZ","St. Elizabeth","PRIMARY LEVEL THE NEW INTEGRATED APPROACH SCIENCE WORKBOOK 4 by G. Harper, M. Dennis, D. Ellis   978-9766105259 or 978-9768237125","180759336","0.00"
"492","2017-06-13","A-Z BOOKSHOP","SANTA CRUZ","St. Elizabeth","PRIMARY LEVEL MACMILLAN JAMAICA PRIMARY SOCIAL STUDIES: OUR ISLAND NATION - GRADE 4 STUDENT\\\\\\'S BOOK 4 by E. Mantock, T. Fendall, C. Eastland 9780230031173","180788381","1975.00"
"492","2017-06-13","A-Z BOOKSHOP","SANTA CRUZ","St. Elizabeth","PRIMARY LEVEL THE NEW INTEGRATED APPROACH SOCIAL STUDIES WORKBOOK 4  (revised 2009) by R.A. Blair, M. Sayers-Johnson and L.M. Pinnock 978-9768237170","180658230","0.00"
"492","2017-06-13","A-Z BOOKSHOP","SANTA CRUZ","St. Elizabeth","PRIMARY LEVEL THE NEW INTEGRATED APPROACH LANGUAGE ARTS WORKBOOK 5 (Age 10 years) by  R. A. Blair, M. Sayers-Johnson and L. M. Pinnock 978-9768237286","180659267","0.00"
"492","2017-06-13","A-Z BOOKSHOP","SANTA CRUZ","St. Elizabeth","PRIMARY LEVEL THE NEW INTEGRATED APPROACH SOCIAL STUDIES WORKBOOK 5(Revised 2009) by A.M. Scott, E.J. Taylor and B.I. Powell 978-9768218315","180663235","1340.00"
"492","2017-06-13","A-Z BOOKSHOP","SANTA CRUZ","St. Elizabeth","PRIMARY LEVEL THE NEW INTEGRATED APPROACH MATHEMATICS WORKBOOK 5 by A.M. Scott, E.J. Taylor, B.I. Powell 978-9766105266 or 976610526X","180660232","0.00"
"492","2017-06-13","A-Z BOOKSHOP","SANTA CRUZ","St. Elizabeth","PRIMARY LEVEL CARIBBEAN PRIMARY MATHEMATICS - BRIGHT SPARKS WORKBOOK 5 by Laurie Sealy and Sandra More 978-0230429109","180777409","0.00"
"492","2017-06-13","A-Z BOOKSHOP","SANTA CRUZ","St. Elizabeth","PRIMARY LEVEL THE NEW INTEGRATED APPROACH SCIENCE WORKBOOK 5 (Revised 2010) by A.M. Scott, E.J. Taylor and B.I. Powell 978-9768218407","180661233","1340.00"
"492","2017-06-13","A-Z BOOKSHOP","SANTA CRUZ","St. Elizabeth","PRIMARY LEVEL PRIMARY SCIENCE: BRIGHT IDEAS JAMAICA: GRADE 5 WORKBOOK by Daivd and Penny Glover 978-0230444003","180785413","1295.00"
"492","2017-06-13","A-Z BOOKSHOP","SANTA CRUZ","St. Elizabeth","PRIMARY LEVEL NEW JUNIOR ENGLISH REVISED  (New Caribbean Edition) by Haydn Richards, Pamela Mordecai and Grace Walker Gordon 978-0602228446","180650222","0.00"
"492","2017-06-13","A-Z BOOKSHOP","SANTA CRUZ","St. Elizabeth","PRIMARY LEVEL New First Aid in English 2nd Edition by Angus Maciver  978-0881326277","180864470","0.00"
"492","2017-06-13","A-Z BOOKSHOP","SANTA CRUZ","St. Elizabeth","PRIMARY LEVEL CARLONG INTEGRATED PRACTICE TESTS - (GSAT upper primary) Language Arts by Dorothy Noel 978-9766380977","180770363","1665.00"
"492","2017-06-13","A-Z BOOKSHOP","SANTA CRUZ","St. Elizabeth","PRIMARY LEVEL THE NEW INTEGRATED GSAT MATHEMATICS WORKBOOK by L. Channer, V. Dixon and S. Jackson 978-9768218308","180665237","0.00"
"492","2017-06-13","A-Z BOOKSHOP","SANTA CRUZ","St. Elizabeth","PRIMARY LEVEL THE NEW INTEGRATED GSAT SCIENCE WORKBOOK by L. Channer and G. Hacker 978-9768218025","180668276","1530.00"
